Title,Year,Type,Genres,Platform,Rating,Language
Baba Returns 57,1995,Movie,"Crime, Fantasy",Apple TV+,7.6,Marathi
Katha Origin 36,2008,TV Series,"Action, Romance, Animation",Netflix,9.4,Malayalam
Yaara Evolution 24,1990,TV Series,"Action, Sci-Fi, Mystery",Hulu,5.7,Hindi
Ladhai Chronicles 90,2008,Movie,"Sci-Fi, Biography, Romance",Hulu,8.4,Marathi
Raja Evolution 12,2020,TV Series,"Mystery, Crime",Theatrical,7.4,Kannada
Aai Part 2 60,2003,TV Series,"Thriller, Sci-Fi, Fantasy",SonyLIV,6.7,Marathi
Secret Returns 79,1997,Movie,"Crime, Horror, Biography",Hulu,4.1,English
Secret Part 2 59,2024,TV Series,"Biography, Mystery",Hulu,5.8,English
Maitri Rebirth 19,2008,TV Series,Animation,Theatrical,5.0,Marathi
Prem Rebirth 12,2019,TV Series,"Action, Thriller, Animation",Hulu,4.8,Hindi
Thalaiva Origin 6,2023,Movie,Drama,Hulu,7.9,Tamil
Baba Part 1 13,2007,TV Series,"Mystery, Romance",MX Player,6.3,Marathi
Baba Chronicles 85,1997,Movie,Biography,Netflix,6.7,Marathi
Yuddha Part 1 19,1995,TV Series,"Thriller, Drama",Theatrical,4.2,Kannada
Yathra Legacy 97,2010,Movie,"Crime, History, Drama",HBO Max,6.2,Malayalam
Pranayam Evolution 15,2006,TV Series,Sci-Fi,Hulu,6.2,Malayalam
Shadow of Legacy 55,1996,Movie,Crime,Apple TV+,4.9,English
Ammayum Story 92,2026,TV Series,"Fantasy, Comedy",SonyLIV,0.0,Malayalam
Legacy of Chronicles 97,1990,Movie,"Animation, Horror",HBO Max,5.2,English
Nayakan Evolution 81,1990,Movie,"Biography, Sci-Fi, Fantasy",Amazon Prime,7.0,Tamil
Sankranthi Forever 94,1994,Movie,"Romance, Biography, Thriller",MX Player,6.5,Telugu
Rise of Chronicles 63,1999,TV Series,"Mystery, Horror",MX Player,5.0,English
Achanum Story 10,2025,Movie,Crime,Apple TV+,0.0,Malayalam
Dost Rebirth 64,2002,Movie,"Fantasy, Romance, Crime",HBO Max,4.2,Hindi
Apna Forever 44,2009,TV Series,"Crime, Sci-Fi",Planet Marathi,7.4,Hindi
Sarkar Legacy 34,2024,Movie,"Biography, Thriller, Animation",Apple TV+,5.2,Tamil
Prema Story 63,1991,Movie,"Horror, Thriller, Crime",Amazon Prime,5.2,Telugu
Vetrimaran Evolution 17,2004,TV Series,"Comedy, Romance, Animation",Netflix,5.1,Tamil
Rise of Chronicles 54,1999,TV Series,"Drama, Horror",Hulu,5.9,English
Drishyam Part 1 99,2000,Movie,"Action, Biography",Apple TV+,5.4,Malayalam
Singam Forever 63,1997,Movie,"Comedy, Romance, Mystery",Hulu,5.3,Tamil
Yaara Part 1 20,2000,TV Series,"Thriller, Sci-Fi, Animation",Amazon Prime,9.1,Hindi
Preethi Evolution 64,2013,TV Series,Sci-Fi,Apple TV+,6.6,Kannada
Kahaani Legacy 95,2010,TV Series,"Romance, Crime",HBO Max,4.9,Hindi
Thalaiva Evolution 33,2026,Movie,"Fantasy, Thriller, Animation",Amazon Prime,0.0,Tamil
Baahubali Chronicles 93,2014,TV Series,Drama,Apple TV+,7.5,Telugu
Secret Legacy 75,2007,Movie,Comedy,Amazon Prime,6.6,English
Prema Legacy 84,2004,TV Series,"Biography, Mystery",MX Player,9.2,Telugu
Vat Story 97,1991,Movie,"Action, Drama, Comedy",MX Player,6.8,Marathi
Veeram Story 13,2012,Movie,"Crime, Animation",Disney+,8.0,Tamil
Beyond the Chronicles 52,1991,TV Series,"History, Sci-Fi",MX Player,4.4,English
Yaara Chronicles 51,2025,Movie,"Comedy, Thriller, History",Netflix,0.0,Hindi
Ammayum Returns 81,2016,TV Series,"Romance, Fantasy, History",Theatrical,4.1,Malayalam
War for Story 50,2007,TV Series,"Horror, Fantasy",Netflix,6.4,English
Snehithan Part 1 20,2002,TV Series,"Mystery, Comedy",Planet Marathi,6.9,Malayalam
Pranayam Story 74,1994,TV Series,"Horror, History, Crime",Disney+,4.9,Malayalam
Preethi Origin 73,1992,Movie,"Drama, Fantasy, Mystery",SonyLIV,8.3,Kannada
Dharma Returns 75,2010,TV Series,"Romance, Horror, Comedy",Netflix,5.4,Kannada
Yuddham Part 2 37,2025,Movie,"Romance, Crime, Sci-Fi",Disney+,0.0,Telugu
Goshta Evolution 46,2025,Movie,"History, Thriller",SonyLIV,0.0,Marathi
Nayakan Returns 84,1997,Movie,"Animation, Sci-Fi",Hulu,6.6,Tamil
KGF Part 1 33,1995,Movie,"Mystery, Comedy, Crime",Planet Marathi,7.7,Kannada
Jung Origin 17,2006,TV Series,"Animation, Crime",Disney+,7.2,Hindi
Raja Forever 25,2008,Movie,"History, Action, Mystery",Amazon Prime,6.4,Kannada
Secret Legacy 8,2010,TV Series,Comedy,Apple TV+,6.6,English
Shadow of Chronicles 43,2020,Movie,"Drama, Sci-Fi, Romance",MX Player,6.8,English
Beyond the Part 1 23,2016,TV Series,"Biography, Animation, Comedy",Amazon Prime,7.6,English
Nayak Story 77,2010,TV Series,Drama,Netflix,6.1,Kannada
Pranayam Legacy 20,2019,Movie,Thriller,Netflix,8.6,Malayalam
Sankranthi Rebirth 38,1994,TV Series,"Action, Crime, Sci-Fi",Disney+,7.5,Telugu
Puli Part 2 37,2023,TV Series,"Horror, Mystery",Hulu,5.5,Tamil
Raaz Rebirth 1,2016,Movie,"Action, Mystery",Theatrical,6.7,Hindi
Maitri Story 56,2004,TV Series,"Romance, Biography, Animation",HBO Max,7.6,Marathi
Premachi Rebirth 93,2006,TV Series,"Action, Thriller",Disney+,8.1,Marathi
Jung Story 58,2000,Movie,"Action, Animation, Comedy",SonyLIV,6.6,Hindi
Achanum Chronicles 84,2007,Movie,Comedy,Amazon Prime,6.8,Malayalam
Vetrimaran Part 1 99,2012,TV Series,"Drama, Thriller",Netflix,9.3,Tamil
The Last Origin 39,1995,TV Series,"Action, Horror",Apple TV+,4.6,English
Premam Story 74,2003,Movie,"Horror, Biography",Amazon Prime,5.5,Malayalam
Sankranti Returns 47,2010,TV Series,"Drama, Comedy, Animation",Amazon Prime,4.9,Kannada
Premachi Evolution 12,2018,Movie,"Comedy, Fantasy, Drama",Theatrical,9.0,Marathi
Dil Returns 73,2011,Movie,History,Planet Marathi,4.7,Hindi
Kantara Legacy 7,2018,TV Series,"Romance, Crime, Animation",Hulu,5.4,Kannada
Apna Returns 90,2015,TV Series,"Romance, Horror",Disney+,4.5,Hindi
Katha Evolution 9,2021,TV Series,History,Amazon Prime,7.5,Malayalam
Asuran Evolution 32,2015,TV Series,Thriller,Amazon Prime,4.8,Tamil
Aai Part 2 19,2025,TV Series,"Fantasy, Comedy, Mystery",HBO Max,0.0,Marathi
Vikrama Story 76,1992,Movie,"Action, Crime, Biography",SonyLIV,9.2,Kannada
Legacy of Legacy 53,2003,Movie,Drama,Hulu,8.9,English
Veedu Part 2 92,2014,Movie,"Sci-Fi, Thriller",HBO Max,7.5,Malayalam
Prema Part 2 95,1991,TV Series,"Action, Sci-Fi, Drama",Apple TV+,7.3,Telugu
Preethi Chronicles 71,1994,Movie,Crime,HBO Max,6.5,Kannada
Sankranthi Part 2 14,2013,Movie,Sci-Fi,Apple TV+,7.2,Telugu
Sarkar Origin 44,2017,Movie,Comedy,Disney+,6.6,Tamil
Aai Evolution 2,2017,Movie,Biography,Theatrical,4.7,Marathi
Nayakudu Chronicles 16,1998,Movie,"History, Horror",SonyLIV,7.8,Telugu
Simha Returns 26,2000,TV Series,"Biography, Horror",Netflix,5.1,Kannada
Dost Part 2 7,2011,TV Series,"History, Animation",Netflix,6.4,Hindi
Swapna Forever 24,1993,Movie,"Crime, Comedy, Action",Netflix,6.9,Marathi
Anbu Chronicles 87,2017,Movie,Thriller,Theatrical,8.1,Tamil
Apna Origin 71,2021,TV Series,"Mystery, History, Sci-Fi",Planet Marathi,6.8,Hindi
Yuddha Part 2 15,1998,TV Series,"Fantasy, Crime, Romance",Disney+,8.0,Kannada
War for Evolution 61,2012,TV Series,"Romance, Comedy, Biography",Disney+,4.6,English
Kahaani Returns 31,2002,Movie,Romance,Disney+,8.7,Hindi
Ammayum Story 33,2007,TV Series,Comedy,Amazon Prime,6.4,Malayalam
Mauli Legacy 13,1993,TV Series,"Mystery, Animation, Horror",Planet Marathi,7.8,Marathi
Vat Rebirth 94,2015,TV Series,Crime,Hulu,5.0,Marathi
Simham Part 2 6,2013,TV Series,Animation,Hulu,4.0,Telugu
Prema Rebirth 20,2012,TV Series,"Horror, Drama, Fantasy",Theatrical,6.0,Telugu
Dilwale Dulhania Le Jayenge,1995,Movie,"Drama, Romance",Theatrical,8.0,Hindi
Yuddham Part 2 35,2016,Movie,"Fantasy, Animation",HBO Max,7.8,Telugu
Sarkar Rebirth 98,2015,TV Series,"Romance, Thriller, Sci-Fi",Planet Marathi,7.3,Tamil
Asuran Story 42,2023,TV Series,"Animation, Mystery, Fantasy",Planet Marathi,8.6,Tamil
Asuran Legacy 96,1997,Movie,"Romance, Horror, Thriller",Hulu,8.8,Tamil
Rise of Part 1 42,1990,Movie,Thriller,Planet Marathi,5.7,English
Simham Part 1 71,2025,Movie,Horror,Planet Marathi,0.0,Telugu
Yaara Rebirth 10,1997,Movie,"Animation, History",HBO Max,5.0,Hindi
Maitri Forever 60,2006,Movie,"Drama, Crime, Comedy",Amazon Prime,9.2,Marathi
KGF Part 1 98,2024,Movie,"Drama, Crime, Sci-Fi",HBO Max,6.2,Kannada
Snehithan Legacy 100,2009,Movie,"Sci-Fi, Romance, Mystery",Hulu,4.1,Malayalam
Drishyam Legacy 67,2020,Movie,"Drama, Fantasy, Thriller",Netflix,7.1,Malayalam
Prema Origin 44,2008,TV Series,Animation,Netflix,8.0,Telugu
Yuddham Part 1 56,2001,Movie,"Horror, Thriller",SonyLIV,9.3,Telugu
Pushpa Part 1 91,2020,Movie,"Crime, Animation",Apple TV+,6.8,Telugu
Goshta Story 87,2017,TV Series,"Mystery, History",Apple TV+,7.7,Marathi
KGF Chronicles 49,2016,Movie,"Biography, Thriller",Netflix,5.8,Kannada
Dost Legacy 68,1991,Movie,"Animation, Mystery",Netflix,8.1,Hindi
War for Returns 45,1994,TV Series,"Thriller, Crime",SonyLIV,6.5,English
Dost Evolution 54,2000,TV Series,"Sci-Fi, Fantasy, Crime",Netflix,8.3,Hindi
Nayakudu Rebirth 62,1990,Movie,"Comedy, Fantasy, Biography",Planet Marathi,5.4,Telugu
Premam Story 60,2026,TV Series,Animation,Theatrical,0.0,Malayalam
Achanum Returns 99,2012,Movie,Thriller,Apple TV+,5.8,Malayalam
Sankranthi Story 29,1992,TV Series,Sci-Fi,Hulu,8.2,Telugu
Ladhai Returns 75,2002,TV Series,"Action, Horror",MX Player,8.9,Marathi
Achanum Legacy 24,2005,Movie,"Action, Biography, Crime",Disney+,7.6,Malayalam
Yathra Rebirth 36,2008,Movie,Biography,Theatrical,8.6,Malayalam
Empire of Story 31,1991,Movie,"Horror, Sci-Fi",Disney+,4.2,English
War for Part 2 41,2020,TV Series,"Biography, Crime, Fantasy",Hulu,5.0,English
Vat Evolution 94,2023,Movie,"Thriller, Fantasy",Disney+,5.0,Marathi
Pranayam Story 20,2006,Movie,Horror,HBO Max,5.3,Malayalam
Empire of Legacy 4,2001,Movie,"Thriller, Comedy",Amazon Prime,7.4,English
Lost in Returns 34,2020,Movie,"History, Biography, Animation",Planet Marathi,8.9,English
Prema Part 1 12,2018,TV Series,"Action, Thriller",Disney+,8.7,Telugu
Veedu Legacy 96,2022,TV Series,Mystery,Netflix,6.4,Malayalam
Prem Origin 30,2003,TV Series,"Crime, Mystery",Planet Marathi,7.8,Hindi
Preethi Legacy 8,2013,TV Series,"Thriller, Animation",Planet Marathi,6.1,Kannada
Raja Returns 97,2006,TV Series,"Horror, Fantasy",Amazon Prime,4.6,Kannada
Yaara Chronicles 18,2008,Movie,Drama,SonyLIV,5.6,Hindi
Yathra Forever 20,2002,Movie,"Fantasy, Thriller",HBO Max,6.6,Malayalam
Vetrimaran Legacy 72,2014,TV Series,Crime,HBO Max,6.6,Tamil
Baahubali Evolution 54,2009,Movie,"Sci-Fi, Biography, Action",Planet Marathi,6.7,Telugu
Vikrama Chronicles 14,2006,Movie,"Fantasy, Sci-Fi, Romance",SonyLIV,5.6,Kannada
Sarkar Origin 86,2015,TV Series,"Comedy, Animation, Drama",Hulu,6.5,Tamil
Veedu Story 56,2019,Movie,"Horror, Romance",Theatrical,6.9,Malayalam
Yaara Story 84,2019,TV Series,"Action, Biography, Comedy",Theatrical,8.4,Hindi
Aai Part 2 99,2021,TV Series,"Action, Horror, Drama",HBO Max,8.4,Marathi
Beyond the Returns 88,1999,Movie,"Comedy, Thriller, Sci-Fi",HBO Max,8.2,English
Dost Part 1 14,2005,TV Series,"Romance, Horror, Action",MX Player,9.5,Hindi
Rise of Part 2 14,2008,TV Series,Romance,Hulu,4.8,English
Baahubali Part 2 49,2001,Movie,"Mystery, Horror, Romance",Amazon Prime,9.0,Telugu
Yathra Story 9,2023,TV Series,Sci-Fi,SonyLIV,8.6,Malayalam
Yaara Origin 95,2022,Movie,Action,Planet Marathi,4.9,Hindi
Vikram Rebirth 59,1998,TV Series,"Animation, Drama",Disney+,5.1,Telugu
Shadow of Origin 82,2018,TV Series,"Crime, History",HBO Max,5.4,English
Sankranthi Part 1 24,2019,Movie,"Drama, Crime",Planet Marathi,8.9,Telugu
Legacy of Part 1 45,1994,TV Series,"Crime, Biography",Netflix,7.3,English
Swapna Story 39,1993,Movie,Drama,Hulu,8.8,Marathi
Vat Forever 15,2023,TV Series,"Action, Biography",HBO Max,8.7,Marathi
Yaara Story 35,1992,TV Series,"Comedy, Action",SonyLIV,5.4,Hindi
Dost Returns 59,1990,Movie,"Biography, Mystery, Fantasy",Planet Marathi,6.9,Hindi
Veeram Chronicles 60,1999,Movie,"Crime, Action, Thriller",HBO Max,5.5,Tamil
Yuddham Origin 24,1997,Movie,"Biography, Thriller, Action",Amazon Prime,5.2,Telugu
Beyond the Evolution 49,1990,TV Series,Sci-Fi,Apple TV+,4.9,English
Yuddham Chronicles 80,1997,Movie,"Horror, Comedy, Fantasy",MX Player,5.1,Telugu
Sarkar Rebirth 92,2016,TV Series,"Animation, Romance, Biography",Planet Marathi,9.1,Tamil
Baahubali Part 1 68,2002,Movie,"Romance, Mystery",SonyLIV,6.0,Telugu
Nayakudu Part 2 19,2013,Movie,Action,Apple TV+,5.9,Telugu
Vikram Story 44,2010,Movie,"Crime, Romance",SonyLIV,6.8,Telugu
Vat Forever 67,2000,Movie,"Fantasy, Mystery",Hulu,6.1,Marathi
Kantara Chronicles 44,1995,TV Series,"Comedy, Drama, Sci-Fi",Planet Marathi,8.2,Kannada
Vetrimaran Legacy 58,2010,Movie,"Mystery, Fantasy",HBO Max,5.8,Tamil
The Last Part 2 25,2002,Movie,Crime,Hulu,8.9,English
Raju Story 11,2002,Movie,"Comedy, Romance",Theatrical,8.5,Telugu
Sankranthi Rebirth 68,2020,TV Series,"Thriller, Comedy, Mystery",Amazon Prime,4.5,Telugu
Simham Part 1 77,2016,Movie,"Biography, Drama",Planet Marathi,5.1,Telugu
Apna Origin 30,2020,TV Series,History,HBO Max,6.2,Hindi
KGF Evolution 16,2014,TV Series,Horror,Netflix,7.2,Kannada
Puli Part 1 31,2005,Movie,Comedy,Theatrical,6.0,Tamil
Raju Evolution 91,1999,TV Series,"Romance, Crime, Animation",Planet Marathi,5.4,Telugu
Maitri Part 2 18,2001,TV Series,Biography,Theatrical,5.3,Marathi
Veeram Chronicles 86,1997,Movie,"Fantasy, Animation",Disney+,9.2,Tamil
Mauli Part 2 90,1997,TV Series,Horror,MX Player,7.8,Marathi
Empire of Story 39,2013,TV Series,"Comedy, Biography",Disney+,6.9,English
Journey to Chronicles 32,1999,TV Series,Drama,Amazon Prime,7.7,English
Apna Chronicles 3,1991,Movie,"Mystery, Crime",Disney+,7.4,Hindi
Maitri Story 10,2000,TV Series,"Sci-Fi, Fantasy, Action",Disney+,6.1,Marathi
Goshta Forever 35,2011,TV Series,"Action, History, Horror",SonyLIV,7.9,Marathi
Kantara Origin 71,2015,TV Series,Fantasy,Amazon Prime,8.1,Kannada
Prem Part 2 25,1997,TV Series,Romance,Planet Marathi,8.9,Hindi
Ammayum Part 2 68,2010,TV Series,"Thriller, Fantasy",MX Player,6.1,Malayalam
Thalaiva Part 1 87,2009,Movie,"Action, Horror",Netflix,7.0,Tamil
Rise of Evolution 3,2000,TV Series,"Romance, History, Drama",Hulu,8.6,English
Shadow of Forever 97,2025,Movie,"Crime, Biography",MX Player,0.0,English
Journey to Forever 94,2012,TV Series,"Sci-Fi, Animation",Amazon Prime,7.7,English
Snehithan Evolution 57,2009,TV Series,Drama,Hulu,8.7,Malayalam
Kantara Forever 85,1995,Movie,"Thriller, Sci-Fi",Theatrical,5.9,Kannada
Sankranthi Rebirth 49,1997,TV Series,"Horror, Drama",SonyLIV,5.2,Telugu
Simha Rebirth 92,2016,TV Series,Thriller,Theatrical,7.7,Kannada
Yuddha Part 2 99,2024,Movie,"Fantasy, Horror, History",MX Player,5.1,Kannada
Sankranti Story 36,1997,Movie,"Comedy, Animation",Amazon Prime,6.3,Kannada
Vikrama Part 1 24,2006,Movie,"Thriller, Drama, Comedy",Disney+,4.0,Kannada
Nayak Evolution 65,2012,Movie,"Sci-Fi, Horror, Mystery",HBO Max,7.8,Kannada
Prema Rebirth 54,1992,TV Series,Comedy,HBO Max,7.5,Telugu
Raju Legacy 52,2001,TV Series,"Action, Drama, History",Apple TV+,8.7,Telugu
Katha Evolution 45,2001,Movie,"History, Thriller, Romance",MX Player,5.2,Marathi
Katha Forever 36,2021,Movie,"Fantasy, Sci-Fi, Romance",Planet Marathi,5.8,Malayalam
Raja Rebirth 68,1998,TV Series,"Biography, Comedy, Drama",Theatrical,4.6,Kannada
Mauli Returns 69,1999,TV Series,"Fantasy, Biography",SonyLIV,9.2,Marathi
Swapna Returns 40,2001,TV Series,"Action, Thriller, Crime",SonyLIV,8.2,Marathi
Vetrimaran Part 1 60,2026,Movie,"Mystery, Drama, Sci-Fi",Theatrical,0.0,Tamil
Achanum Chronicles 25,2016,TV Series,"Comedy, Mystery",Apple TV+,8.4,Malayalam
Singam Evolution 30,2012,TV Series,"Sci-Fi, Comedy",Apple TV+,8.3,Tamil
War for Legacy 98,2026,Movie,Comedy,Apple TV+,0.0,English
Dil Legacy 58,2001,Movie,"Fantasy, Biography, Action",Hulu,8.8,Hindi
Kahaani Rebirth 93,2014,Movie,"Sci-Fi, Comedy",SonyLIV,9.3,Hindi
Empire of Evolution 94,2004,Movie,"Biography, Mystery",Planet Marathi,9.1,English
Journey to Forever 34,2012,TV Series,"Biography, History",HBO Max,6.8,English
Drishyam Origin 12,2002,TV Series,"Romance, Fantasy, History",Planet Marathi,6.7,Malayalam
Prem Evolution 37,2021,Movie,"Comedy, Action",Theatrical,7.1,Hindi
Nayakudu Forever 18,1992,Movie,"Thriller, Sci-Fi",MX Player,4.3,Telugu
Vetrimaran Part 2 97,1991,TV Series,"Drama, Action, Romance",Hulu,7.0,Tamil
Singam Forever 70,1998,TV Series,"Romance, Mystery",Theatrical,4.4,Tamil
Sankranthi Forever 35,2016,Movie,Thriller,MX Player,6.4,Telugu
Yuddha Story 18,2007,TV Series,Drama,Theatrical,6.7,Kannada
Orma Chronicles 71,2018,Movie,"History, Thriller, Fantasy",Amazon Prime,5.6,Malayalam
Raja Returns 56,2002,TV Series,"Mystery, Crime",Hulu,7.2,Kannada
Anbu Chronicles 40,2009,Movie,Mystery,Apple TV+,8.3,Tamil
Dil Chronicles 66,2024,TV Series,"Biography, Mystery, Crime",MX Player,7.9,Hindi
Simham Story 37,2015,Movie,Biography,MX Player,5.8,Telugu
Ammayum Evolution 64,2012,Movie,"Thriller, Mystery, Fantasy",Disney+,5.6,Malayalam
Vikram Origin 25,1991,Movie,"Sci-Fi, Action",Amazon Prime,6.5,Telugu
Prema Returns 55,2023,Movie,"Drama, Horror, Crime",Theatrical,6.9,Telugu
Secret Story 78,1997,Movie,"Mystery, Action, Horror",Amazon Prime,5.7,English
Empire of Legacy 68,2001,TV Series,Sci-Fi,HBO Max,6.7,English
Achanum Part 1 93,2019,Movie,"Thriller, Sci-Fi",Netflix,7.7,Malayalam
Dharma Evolution 70,1990,TV Series,Mystery,Apple TV+,9.4,Kannada
Ammayum Origin 52,2001,TV Series,"Animation, Action, Horror",Theatrical,9.3,Malayalam
Orma Part 1 43,2001,TV Series,Biography,Apple TV+,9.1,Malayalam
KGF Chronicles 92,1994,Movie,Sci-Fi,Disney+,9.3,Kannada
Goshta Story 60,2006,Movie,"Fantasy, Horror, History",SonyLIV,6.9,Marathi
Swapna Evolution 95,2012,Movie,"Mystery, Action, Romance",Disney+,5.0,Marathi
Prem Origin 3,2012,Movie,"Comedy, Action, History",HBO Max,4.3,Hindi
Maitri Origin 26,2005,Movie,"History, Romance",Apple TV+,5.9,Marathi
Vikrama Story 60,2009,TV Series,"Thriller, Fantasy, Action",SonyLIV,5.8,Kannada
Lost in Part 2 45,1999,TV Series,"Animation, History, Romance",Planet Marathi,7.0,English
The Last Origin 64,2001,TV Series,"Drama, Mystery",MX Player,9.3,English
Secret Origin 77,2007,TV Series,"Fantasy, Biography",Hulu,5.6,English
Raja Rebirth 33,1991,Movie,"Horror, Romance",Disney+,9.2,Kannada
Mauli Part 2 7,2020,Movie,"Horror, Sci-Fi, Thriller",Disney+,8.2,Marathi
Dost Returns 39,1997,TV Series,Sci-Fi,MX Player,4.2,Hindi
Ammayum Part 2 1,2016,Movie,"Crime, Action",HBO Max,5.0,Malayalam
Maitri Origin 70,2003,TV Series,"History, Comedy, Biography",MX Player,6.0,Marathi
Yuddha Rebirth 35,2007,Movie,Thriller,Apple TV+,8.4,Kannada
Mauli Rebirth 39,2026,TV Series,Romance,Hulu,0.0,Marathi
Kadhal Part 1 75,1995,Movie,"Thriller, Action",HBO Max,8.8,Tamil
Prem Origin 34,2017,TV Series,"Crime, Drama, Thriller",Theatrical,7.3,Hindi
Ladhai Chronicles 46,1994,Movie,"Action, Sci-Fi, Comedy",Theatrical,5.2,Marathi
Vat Story 51,2019,TV Series,"Crime, Sci-Fi",MX Player,7.0,Marathi
Pranayam Forever 75,2024,TV Series,Fantasy,HBO Max,5.2,Malayalam
Puli Rebirth 91,2018,Movie,"History, Mystery",Disney+,6.3,Tamil
Dharma Part 2 87,2024,TV Series,Fantasy,Hulu,6.5,Telugu
Yuddham Origin 22,2000,Movie,"Mystery, Action, Animation",Theatrical,5.1,Telugu
Simha Chronicles 72,1992,TV Series,"Comedy, Action",MX Player,7.2,Kannada
Veedu Evolution 25,2019,Movie,Thriller,Hulu,7.5,Malayalam
Dil Chronicles 91,2002,Movie,"Animation, History",Theatrical,7.7,Hindi
Drishyam Part 2 37,1997,Movie,"Biography, Crime, History",Planet Marathi,4.5,Malayalam
Puli Rebirth 3,2008,TV Series,"Romance, Drama, Thriller",HBO Max,7.0,Tamil
Yuddham Origin 21,2000,TV Series,"Romance, Sci-Fi",Planet Marathi,9.0,Telugu
Empire of Rebirth 59,2024,TV Series,Drama,Apple TV+,6.2,English
Sankranti Returns 78,2020,TV Series,Animation,Planet Marathi,8.0,Kannada
Shadow of Chronicles 3,2026,TV Series,"Action, Comedy, Sci-Fi",MX Player,0.0,English
Snehithan Origin 21,2024,Movie,"Sci-Fi, Animation",Planet Marathi,7.9,Malayalam
Nayakan Forever 66,2010,TV Series,"Crime, Animation, Drama",HBO Max,4.9,Tamil
Kadhal Rebirth 37,2002,TV Series,Drama,Planet Marathi,6.6,Tamil
Dil Rebirth 83,1997,TV Series,"Romance, Crime, Comedy",SonyLIV,7.2,Hindi
Vat Rebirth 65,2026,Movie,Mystery,Apple TV+,0.0,Marathi
Anbu Part 2 91,1996,TV Series,"History, Mystery, Horror",Amazon Prime,9.5,Tamil
Vikram Part 2 31,2023,TV Series,"Biography, Action, Animation",Theatrical,5.2,Telugu
The Last Origin 94,1993,Movie,"Drama, Mystery, Action",Amazon Prime,7.3,English
Dharma Evolution 33,1990,TV Series,Comedy,SonyLIV,8.3,Kannada
Yathra Returns 87,2012,TV Series,"Action, Thriller, Drama",SonyLIV,8.3,Malayalam
Pranayam Rebirth 47,1998,Movie,"Romance, Biography",Planet Marathi,8.7,Malayalam
Raaz Part 2 17,2005,Movie,Romance,Apple TV+,8.5,Hindi
Sarkar Legacy 29,2002,TV Series,Action,Apple TV+,5.0,Tamil
Kantara Part 1 29,1990,TV Series,Animation,Apple TV+,4.1,Kannada
Pushpa Origin 33,2025,Movie,"Thriller, Crime, Comedy",HBO Max,0.0,Telugu
Nayakan Origin 26,2009,TV Series,"Biography, Romance, Comedy",Amazon Prime,6.7,Tamil
Nayak Part 2 41,2014,TV Series,"Action, Crime, Fantasy",Amazon Prime,6.6,Kannada
Beyond the Forever 22,2020,TV Series,"Crime, Drama, Biography",Apple TV+,9.4,English
Kadhal Story 53,2020,TV Series,"Animation, Biography",Theatrical,9.3,Tamil
Singam Legacy 85,2004,Movie,"Crime, Comedy",Amazon Prime,4.6,Tamil
Yuddham Part 1 15,2021,Movie,"Crime, Sci-Fi",Theatrical,7.7,Telugu
Ammayum Legacy 82,1992,Movie,Fantasy,MX Player,5.8,Malayalam
Puli Rebirth 93,2006,TV Series,Action,Netflix,8.7,Tamil
Ammayum Origin 71,2023,TV Series,Thriller,MX Player,6.5,Malayalam
Kantara Rebirth 26,2019,TV Series,"Biography, Horror, Romance",Amazon Prime,7.0,Kannada
Vikram Origin 47,2019,TV Series,"Biography, Thriller, Sci-Fi",Amazon Prime,8.1,Telugu
Veeram Legacy 58,1998,Movie,"Animation, Drama",MX Player,8.1,Tamil
Lost in Part 2 8,2019,TV Series,"Sci-Fi, History, Mystery",Netflix,9.3,English
Dharma Forever 22,2013,TV Series,"Drama, Action",Netflix,9.4,Kannada
Singam Chronicles 33,1991,Movie,"Sci-Fi, Crime, Action",Apple TV+,8.6,Tamil
Baba Part 1 93,2017,Movie,"Action, Fantasy",HBO Max,8.2,Marathi
Kahaani Forever 82,1991,Movie,"Drama, History, Romance",HBO Max,5.8,Hindi
Baahubali Origin 8,1991,TV Series,Fantasy,Netflix,5.0,Telugu
Katha Part 1 31,2019,Movie,Thriller,Amazon Prime,8.4,Malayalam
KGF Origin 3,2011,TV Series,"History, Romance, Crime",MX Player,5.2,Kannada
Premam Evolution 71,1990,TV Series,"Crime, Sci-Fi",Planet Marathi,8.3,Malayalam
Premam Returns 83,2017,TV Series,"Horror, Thriller",MX Player,5.9,Malayalam
Yaara Origin 71,2020,Movie,"Crime, Drama, Animation",Amazon Prime,7.8,Hindi
Sankranti Part 2 47,2025,Movie,Romance,Netflix,0.0,Kannada
